1 roll,1 pitch,2 roll,2 pitch,3 roll,3 pitch,4 roll,4 pitch,5 roll,5 pitch,result
69.3,-62.04,13.18,-24.92,27.58,46.46,36.17,-8.6,27.65,-34.05,peace
69.27,-62.03,13.23,-24.82,27.58,46.56,36.19,-8.51,27.72,-33.96,peace
69.25,-62.1,13.25,-24.78,27.58,46.56,36.2,-8.5,27.7,-33.96,peace
69.3,-62.1,13.27,-24.66,27.64,46.73,36.46,-8.32,27.95,-33.8,peace
69.32,-62.17,13.28,-24.7,27.61,46.78,36.45,-8.22,27.99,-33.69,peace
69.4,-61.95,13.45,-25.2,27.34,46.39,36.14,-8.53,27.81,-33.85,peace
69.35,-62.02,13.3,-25.08,27.33,46.52,36.12,-8.44,27.75,-33.73,peace
69.2,-62.04,13.37,-25.09,27.37,46.42,36.11,-8.51,27.69,-33.79,peace
69.06,-62.07,13.39,-24.93,27.48,46.52,36.28,-8.41,27.78,-33.74,peace
68.93,-62.02,13.48,-24.97,27.41,46.45,36.15,-8.44,27.67,-33.77,peace
69.07,-61.92,13.45,-24.87,27.45,46.55,36.35,-8.31,27.86,-33.69,peace
68.97,-61.98,13.42,-24.71,27.51,46.65,36.33,-8.24,27.94,-33.68,peace
69.11,-61.9,13.37,-24.67,27.36,46.71,36.21,-8.16,27.9,-33.66,peace
69.17,-61.92,13.39,-24.67,27.25,46.75,36.17,-8.08,27.89,-33.63,peace
69.22,-61.85,13.51,-24.63,27.32,46.78,36.24,-8.1,28.03,-33.63,peace
69.31,-61.77,13.62,-24.61,27.35,46.8,36.33,-8.09,28.16,-33.68,peace
69.46,-61.69,13.67,-24.59,27.28,46.88,36.47,-7.94,28.32,-33.54,peace
69.23,-61.75,13.73,-24.54,27.34,46.87,36.41,-7.93,28.29,-33.48,peace
69.26,-61.84,13.58,-24.49,27.43,46.92,36.35,-7.94,28.23,-33.46,peace
69.09,-61.95,13.5,-24.45,27.3,46.81,36.37,-8.02,28.08,-33.62,peace
69.13,-61.8,13.69,-24.52,27.37,46.67,36.44,-8.1,28.25,-33.73,peace
