1 roll,1 pitch,2 roll,2 pitch,3 roll,3 pitch,4 roll,4 pitch,5 roll,5 pitch,result
93.23,-80.86,78.21,-8.65,88.93,18.57,105.78,1.53,110.79,-11.73,smile
94.39,-80.67,78.39,-8.58,88.84,18.83,105.78,1.7,110.82,-11.78,smile
96.87,-80.56,78.39,-8.66,88.82,19.12,106.01,1.94,111.18,-11.68,smile
98.55,-80.83,78.44,-8.33,88.71,19.47,106.05,2.29,111.48,-11.32,smile
100.26,-81.1,78.91,-8.52,88.4,19.87,105.92,2.71,111.69,-10.83,smile
99.96,-81.68,79.06,-8.73,88.25,19.88,105.76,2.85,111.67,-10.41,smile
100.05,-81.63,79.51,-8.87,88.05,20.07,105.55,3.03,111.51,-10.13,smile
99.73,-82.2,79.6,-8.89,88.01,20.19,105.53,3.33,111.61,-9.55,smile
98.36,-82.36,79.79,-8.82,87.74,20.42,105.22,3.62,111.36,-9.15,smile
96.82,-82.09,80.03,-8.69,87.54,20.42,105.02,3.73,111.15,-8.93,smile
95.73,-82.05,80.14,-8.69,87.61,20.14,104.98,3.5,111.02,-8.99,smile
96.03,-81.99,80.47,-8.85,87.57,20.04,104.98,3.38,110.96,-9.04,smile
96.76,-81.74,80.34,-8.76,87.67,20.07,105.12,3.37,111.04,-9.1,smile
96.71,-81.54,80.29,-8.74,87.65,20.13,105.12,3.41,111.07,-9.2,smile
97.1,-81.22,80.53,-8.68,87.63,20.27,105.18,3.47,111.16,-9.28,smile
96.82,-81.35,80.4,-8.93,87.76,20.24,105.24,3.35,111.27,-9.41,smile
96.67,-81.31,80.29,-9.27,87.93,19.93,105.28,2.9,111.14,-9.93,smile
99.19,-81.18,79.98,-9.18,88.12,20.05,105.38,2.91,111.23,-10.13,smile
98.79,-81.43,80.02,-9.0,88.04,20.07,105.29,2.96,111.16,-10.09,smile
99.12,-81.38,79.79,-9.11,88.16,19.92,105.37,2.77,111.16,-10.28,smile
99.89,-81.28,79.83,-9.18,88.36,19.84,105.5,2.73,111.3,-10.43,smile
98.85,-81.48,79.76,-9.13,88.33,19.84,105.45,2.82,111.26,-10.29,smile
98.68,-81.73,80.28,-9.71,88.1,19.7,105.31,2.84,111.23,-10.15,smile
96.13,-81.83,80.22,-9.62,87.93,19.69,105.07,2.87,110.94,-9.98,smile
94.77,-81.59,80.05,-9.42,87.96,19.54,105.11,2.68,110.87,-10.07,smile
94.44,-81.15,80.28,-9.35,88.05,19.43,105.24,2.52,110.84,-10.22,smile
94.21,-81.1,80.36,-9.37,88.15,19.24,105.32,2.28,110.8,-10.47,smile
95.39,-80.86,80.57,-9.71,88.26,19.05,105.47,2.0,110.86,-10.84,smile
96.99,-80.83,80.38,-9.73,88.39,18.96,105.74,1.83,111.12,-11.13,smile
97.42,-80.89,80.25,-9.88,88.57,18.89,105.93,1.76,111.19,-11.29,smile
97.62,-80.95,80.21,-9.79,88.33,19.42,105.52,2.39,111.11,-10.96,smile
94.43,-81.22,80.33,-9.66,88.26,19.07,105.34,2.17,110.92,-10.88,smile
94.99,-81.74,80.34,-10.1,88.35,18.5,105.25,1.67,110.73,-11.24,smile
95.91,-81.74,79.92,-10.26,88.61,18.37,105.37,1.36,110.64,-11.62,smile
97.98,-81.48,79.29,-10.14,88.78,18.38,105.61,1.28,110.78,-11.89,smile
97.64,-81.51,78.82,-9.6,88.79,18.56,105.61,1.41,110.77,-11.85,smile
96.7,-81.39,78.59,-9.06,88.75,18.82,105.51,1.63,110.73,-11.67,smile
95.11,-81.3,78.62,-8.76,88.66,19.02,105.44,1.9,110.76,-11.37,smile
93.4,-80.63,78.78,-8.48,88.75,18.81,105.51,1.78,110.75,-11.33,smile
93.4,-80.27,79.21,-8.74,88.72,18.67,105.4,1.7,110.6,-11.29,smile
92.45,-80.21,79.26,-8.56,88.71,18.64,105.43,1.69,110.58,-11.2,smile
92.82,-80.2,79.39,-8.6,88.67,18.5,105.5,1.48,110.61,-11.33,smile
93.21,-80.68,79.33,-8.81,88.65,18.4,105.39,1.36,110.57,-11.38,smile
91.62,-80.67,79.16,-8.6,88.53,18.44,105.24,1.35,110.4,-11.41,smile
92.47,-80.5,78.91,-8.39,88.68,18.55,105.41,1.47,110.44,-11.42,smile
93.83,-80.38,78.58,-8.27,88.81,18.69,105.65,1.51,110.65,-11.52,smile
94.4,-80.33,78.59,-8.09,88.8,18.93,105.66,1.66,110.66,-11.5,smile
94.87,-80.43,78.74,-7.96,88.61,19.25,105.49,1.93,110.56,-11.28,smile
94.72,-80.15,78.71,-7.65,88.52,19.41,105.5,2.18,110.52,-11.06,smile
94.42,-80.05,78.96,-7.64,88.48,19.44,105.44,2.2,110.36,-11.11,smile
96.06,-79.61,78.99,-7.86,88.63,19.32,105.64,2.05,110.43,-11.32,smile
97.03,-79.55,79.02,-8.06,88.66,19.21,105.73,1.95,110.56,-11.41,smile
97.58,-79.83,78.97,-7.91,88.57,19.46,105.65,2.14,110.65,-11.21,smile
96.26,-80.12,79.2,-7.95,88.22,19.64,105.33,2.39,110.61,-10.95,smile
94.54,-80.54,79.04,-7.57,87.96,19.92,105.05,2.78,110.54,-10.47,smile
91.67,-80.8,79.18,-7.34,87.84,20.12,104.76,3.02,110.34,-10.08,smile
90.81,-81.07,79.3,-7.47,87.84,20.07,104.63,2.98,110.18,-9.89,smile
91.05,-81.19,79.34,-7.62,87.81,19.97,104.53,2.9,110.04,-9.87,smile
90.52,-81.03,79.77,-7.66,87.65,19.96,104.44,2.91,109.99,-9.84,smile
89.62,-80.72,80.32,-7.83,87.5,19.73,104.33,2.7,109.97,-9.95,smile
89.63,-80.89,80.32,-7.98,87.5,19.54,104.31,2.52,109.9,-10.09,smile
91.25,-80.76,80.41,-8.62,87.61,19.3,104.35,2.16,109.85,-10.57,smile
92.4,-80.85,80.03,-8.78,87.79,19.19,104.49,1.9,109.9,-10.95,smile
95.31,-80.56,80.13,-8.92,87.93,19.32,104.79,1.89,110.23,-11.24,smile
95.59,-80.73,80.32,-8.78,87.66,19.61,104.6,2.22,110.25,-10.97,smile
95.51,-80.99,80.58,-9.01,87.56,19.45,104.4,2.16,110.13,-10.89,smile
93.62,-81.09,80.64,-9.22,87.51,19.24,104.17,1.89,109.76,-10.96,smile
91.99,-80.91,80.5,-9.35,87.75,18.8,104.16,1.47,109.62,-11.3,smile
91.59,-80.76,80.08,-9.6,88.01,18.48,104.3,1.07,109.64,-11.79,smile
92.08,-80.43,79.54,-9.47,88.21,18.45,104.49,0.96,109.61,-12.13,smile
93.98,-80.26,79.54,-9.78,88.33,18.57,104.55,0.88,109.63,-12.4,smile
95.0,-80.24,79.1,-9.74,88.43,18.49,104.64,0.73,109.63,-12.6,smile
96.37,-80.19,78.67,-9.91,88.56,18.49,104.79,0.62,109.73,-12.82,smile
97.41,-80.18,78.29,-9.76,88.65,18.66,104.95,0.71,109.99,-12.91,smile
97.36,-80.38,78.13,-9.55,88.55,18.93,104.83,0.95,109.88,-12.82,smile
96.75,-80.15,78.03,-9.19,88.59,19.17,104.85,1.14,109.77,-12.69,smile
97.11,-79.89,77.85,-8.96,88.59,19.36,104.97,1.4,109.89,-12.57,smile
98.96,-79.28,78.33,-8.77,88.45,19.62,105.03,1.54,110.04,-12.57,smile
100.37,-79.64,78.64,-8.82,88.36,20.01,105.1,1.98,110.28,-12.19,smile
100.19,-79.99,79.13,-8.71,87.93,20.3,104.76,2.38,110.24,-11.73,smile
98.42,-80.22,79.58,-8.58,87.61,20.55,104.39,2.73,109.96,-11.29,smile
96.33,-80.6,79.82,-8.79,87.51,20.28,104.28,2.63,109.87,-11.15,smile
93.75,-80.47,80.29,-8.96,87.38,20.03,104.14,2.54,109.84,-11.02,smile
91.45,-80.44,80.18,-9.15,87.4,19.46,104.03,1.97,109.64,-11.4,smile
91.73,-80.05,80.22,-9.45,87.63,19.24,104.13,1.58,109.43,-11.79,smile
92.42,-79.91,79.72,-9.54,87.81,19.01,104.24,1.25,109.39,-12.18,smile
93.69,-79.7,79.44,-9.73,87.99,18.83,104.46,1.01,109.5,-12.65,smile
94.49,-79.49,78.98,-9.4,88.19,19.0,104.71,1.09,109.69,-12.79,smile
95.48,-79.46,78.78,-9.09,88.28,19.29,104.82,1.24,109.91,-12.8,smile
94.94,-79.56,78.72,-8.89,88.24,19.46,104.73,1.43,109.87,-12.62,smile
94.06,-79.92,78.82,-9.05,88.13,19.54,104.44,1.52,109.61,-12.49,smile
93.68,-79.83,78.87,-8.92,88.1,19.59,104.41,1.6,109.37,-12.4,smile
95.2,-79.7,78.43,-8.83,88.29,19.63,104.69,1.57,109.5,-12.57,smile
96.65,-79.48,78.41,-8.76,88.3,19.89,104.74,1.8,109.5,-12.56,smile
98.04,-79.2,78.5,-8.71,88.24,20.23,104.79,2.05,109.64,-12.5,smile
99.35,-79.15,78.56,-8.87,88.22,20.32,104.86,2.21,109.77,-12.36,smile
100.92,-79.2,78.97,-8.82,87.93,20.75,104.63,2.59,109.73,-12.01,smile
101.11,-79.46,79.32,-8.7,87.74,21.04,104.53,2.96,109.89,-11.42,smile
99.21,-79.65,79.57,-8.67,87.61,21.07,104.38,3.16,109.8,-11.02,smile
97.69,-79.57,80.24,-8.91,87.39,21.05,104.03,3.22,109.56,-10.85,smile
96.8,-79.61,80.19,-9.02,87.4,20.87,103.98,3.2,109.5,-10.73,smile
96.47,-79.74,80.04,-9.26,87.52,20.48,103.96,2.75,109.32,-11.1,smile
97.58,-79.71,79.89,-9.47,87.6,20.4,103.96,2.5,109.25,-11.42,smile
97.94,-79.62,79.53,-9.33,87.64,20.38,104.01,2.4,109.21,-11.6,smile
98.13,-79.77,79.41,-9.25,87.66,20.37,103.95,2.37,109.19,-11.73,smile
98.07,-79.57,79.65,-9.24,87.59,20.49,103.91,2.5,109.1,-11.62,smile
98.43,-79.41,79.71,-9.18,87.63,20.5,103.94,2.51,109.11,-11.68,smile
99.4,-79.26,79.55,-9.26,87.65,20.31,103.98,2.27,109.11,-11.95,smile
98.77,-79.68,79.49,-9.27,87.69,20.45,103.92,2.4,109.06,-11.87,smile
99.48,-79.39,79.68,-9.27,87.67,20.61,103.99,2.61,109.17,-11.7,smile
98.89,-79.61,79.96,-9.22,87.55,20.81,103.85,2.84,109.01,-11.38,smile
97.99,-79.23,80.16,-9.0,87.48,20.95,103.81,3.04,108.96,-11.2,smile
97.05,-79.17,80.38,-8.85,87.39,21.06,103.68,3.21,108.9,-11.01,smile
96.5,-79.15,80.9,-9.26,87.29,20.86,103.54,3.1,108.73,-10.98,smile
97.55,-79.29,81.13,-9.4,87.23,20.84,103.53,3.07,108.9,-10.98,smile
98.15,-79.44,81.36,-9.49,87.19,20.89,103.54,3.13,108.99,-10.92,smile
98.02,-79.67,81.67,-9.59,86.99,20.9,103.3,3.19,108.85,-10.74,smile
98.19,-79.59,81.55,-9.64,87.07,20.7,103.34,2.97,108.87,-10.91,smile
98.41,-79.6,81.15,-9.85,87.29,20.51,103.38,2.73,108.71,-11.16,smile
99.37,-79.4,80.97,-10.09,87.34,20.42,103.37,2.46,108.49,-11.66,smile
100.59,-79.22,80.46,-9.63,87.5,20.76,103.62,2.75,108.68,-11.59,smile
101.32,-79.29,80.33,-9.63,87.52,20.84,103.78,2.94,108.9,-11.51,smile
101.1,-79.41,80.33,-9.4,87.53,20.98,103.89,3.2,108.82,-11.22,smile
101.27,-79.17,80.49,-9.3,87.46,21.17,103.85,3.36,108.76,-11.04,smile
100.36,-79.17,80.74,-9.21,87.39,21.21,103.73,3.4,108.72,-10.95,smile
100.23,-79.3,80.95,-9.43,87.26,21.16,103.53,3.35,108.67,-10.92,smile
99.81,-79.47,81.37,-9.79,87.19,21.08,103.41,3.34,108.5,-10.79,smile
98.54,-79.54,81.34,-9.87,87.27,20.88,103.41,3.18,108.44,-10.81,smile
98.36,-79.59,81.33,-10.26,87.44,20.59,103.52,2.92,108.52,-11.04,smile
99.19,-79.37,81.04,-10.21,87.55,20.64,103.66,2.85,108.61,-11.28,smile
100.48,-79.45,80.87,-10.3,87.63,20.88,103.68,2.99,108.7,-11.22,smile
101.09,-79.46,80.38,-10.16,87.73,20.93,103.77,2.95,108.67,-11.4,smile
102.04,-79.44,80.14,-10.03,87.83,21.06,103.84,3.06,108.64,-11.49,smile
102.69,-79.35,80.1,-10.0,87.75,21.2,103.84,3.17,108.7,-11.5,smile
